Customer_ID,Age,Gender,City,Annual_Income,Spending_Score,Online_Purchases,Store_Visits,Membership_Years,Preferred_Category,Avg_Basket_Value,Last_Purchase_Days
12334,44.0,Female,Mumbai,66685,41.0,48.0,9.0,14.0,Grocery,4720,158.0
12335,25.0,Female,Bangalore,113669,59.0,12.0,7.0,3.0,Grocery,5605,47.0
12336,42.0,Female,Hyderabad,18505,60.0,31.0,15.0,8.0,Grocery,6391,82.0
12337,63.0,Male,Hyderabad,27343,81.0,48.0,15.0,14.0,Grocery,4678,74.0
12338,21.0,Male,Pune,81048,62.0,44.0,16.0,5.0,Home Decor,7900,42.0
12339,50.0,Male,Pune,8036,84.0,40.0,3.0,7.0,Grocery,2426,5.0
12340,,,,18912,,,,,,2007,
12341,36.0,Female,Mumbai,99378,87.0,0.0,15.0,12.0,Grocery,3812,115.0
12342,48.0,Male,Pune,59778,79.0,36.0,1.0,3.0,Grocery,5021,127.0
12343,33.0,Male,Delhi,124902,33.0,39.0,14.0,8.0,Grocery,8247,99.0
12344,31.0,Female,Mumbai,44130,19.0,17.0,11.0,2.0,Electronics,4628,103.0
12345,65.0,Female,Delhi,62037,57.0,35.0,3.0,13.0,Fashion,3107,179.0
12346,22.0,Male,Hyderabad,83515,15.0,30.0,9.0,8.0,Fashion,3715,140.0
12347,58.0,Male,Mumbai,81788,41.0,0.0,6.0,2.0,Grocery,5161,138.0
12348,43.0,Male,Bangalore,63627,69.0,46.0,16.0,7.0,Grocery,2846,37.0
12349,45.0,Female,Hyderabad,53788,80.0,35.0,11.0,2.0,Electronics,8859,125.0
12350,19.0,Female,Hyderabad,75784,60.0,8.0,18.0,7.0,Grocery,316,66.0
12351,67.0,Female,Delhi,104422,96.0,21.0,17.0,1.0,Electronics,3473,67.0
12352,,,,89070,,,,,,3876,
12353,26.0,Female,Pune,54188,43.0,25.0,3.0,10.0,Home Decor,3050,47.0
12354,50.0,Female,Mumbai,45205,32.0,9.0,19.0,7.0,Fashion,6345,148.0
12355,58.0,Male,Pune,52680,13.0,46.0,15.0,4.0,Home Decor,3687,109.0
12356,42.0,Male,Delhi,38156,38.0,2.0,10.0,11.0,Home Decor,6240,113.0
12357,65.0,Female,Delhi,368425,26.0,1.0,8.0,11.0,Home Decor,32636,68.0
12358,,,,90344,,,,,,7474,
12359,26.0,Female,Hyderabad,68216,5.0,30.0,4.0,12.0,Electronics,5319,26.0
12360,30.0,Male,Bangalore,112994,49.0,32.0,8.0,6.0,Home Decor,5003,47.0
12361,48.0,Female,Delhi,114385,97.0,31.0,2.0,4.0,Electronics,6767,73.0
12362,58.0,Male,Mumbai,77693,91.0,42.0,8.0,3.0,Fashion,4427,3.0
12363,28.0,Male,Bangalore,87548,5.0,11.0,7.0,4.0,Home Decor,4024,130.0
12364,21.0,Female,Hyderabad,47488,71.0,2.0,9.0,6.0,Fashion,3018,169.0
12365,51.0,Female,Delhi,60979,48.0,47.0,18.0,5.0,Electronics,5617,30.0
12366,55.0,Male,Mumbai,101806,18.0,25.0,17.0,2.0,Electronics,2888,165.0
12367,63.0,Male,Mumbai,55518,95.0,13.0,1.0,2.0,Fashion,3584,3.0
12368,21.0,Female,Mumbai,107184,6.0,11.0,12.0,3.0,Electronics,9208,9.0
12369,55.0,Male,Delhi,97814,66.0,25.0,4.0,11.0,Fashion,6347,8.0
12370,36.0,Female,Bangalore,88790,77.0,15.0,17.0,6.0,Electronics,5807,9.0
12371,,,,40682,,,,,,3558,
12372,51.0,Male,Hyderabad,62200,52.0,48.0,3.0,14.0,Fashion,6542,145.0
12373,35.0,Female,Mumbai,86105,11.0,48.0,1.0,1.0,Home Decor,2966,152.0
12374,30.0,Male,Bangalore,45356,26.0,27.0,19.0,11.0,Home Decor,1949,142.0
12375,58.0,Male,Delhi,65248,21.0,6.0,2.0,7.0,Home Decor,3894,80.0
12376,40.0,Female,Mumbai,88803,66.0,14.0,6.0,8.0,Electronics,2640,18.0
12377,36.0,Male,Mumbai,55795,40.0,40.0,11.0,7.0,Fashion,5930,167.0
12378,,,,48838,,,,,,5731,
12379,28.0,Female,Hyderabad,24980,51.0,7.0,1.0,3.0,Home Decor,5456,175.0
12380,18.0,Female,Mumbai,60334,20.0,9.0,11.0,6.0,Grocery,6167,27.0
12381,41.0,Male,Mumbai,89329,81.0,14.0,16.0,14.0,Home Decor,6080,92.0
12382,24.0,Female,Hyderabad,48177,80.0,17.0,6.0,4.0,Home Decor,3646,71.0
12383,42.0,Male,Bangalore,70446,57.0,45.0,11.0,5.0,Home Decor,5959,34.0
12384,38.0,Female,Pune,64394,5.0,36.0,8.0,3.0,Grocery,5627,103.0
12385,32.0,Female,Pune,53334,14.0,40.0,1.0,5.0,Grocery,3767,147.0
12386,18.0,Female,Mumbai,90942,24.0,44.0,14.0,6.0,Fashion,4284,134.0
12387,29.0,Male,Hyderabad,111056,68.0,42.0,2.0,8.0,Grocery,6704,158.0
12388,24.0,Male,Delhi,95108,52.0,43.0,6.0,12.0,Fashion,2369,92.0
12389,32.0,Female,Delhi,52601,48.0,34.0,9.0,6.0,Grocery,5666,140.0
12390,38.0,Female,Pune,119809,88.0,1.0,14.0,9.0,Fashion,4783,143.0
12391,36.0,Male,Bangalore,95035,47.0,21.0,8.0,10.0,Home Decor,4943,109.0
12392,46.0,Male,Pune,58566,60.0,14.0,3.0,10.0,Grocery,4432,167.0
12393,42.0,Male,Mumbai,50616,73.0,36.0,10.0,14.0,Electronics,5842,103.0
12394,50.0,Female,Bangalore,98025,3.0,38.0,18.0,10.0,Electronics,1846,64.0
12395,66.0,Male,Delhi,74344,9.0,35.0,9.0,10.0,Fashion,5504,64.0
12396,49.0,Female,Hyderabad,48730,82.0,4.0,9.0,4.0,Grocery,2902,15.0
12397,66.0,Male,Hyderabad,66297,100.0,47.0,19.0,2.0,Grocery,7063,100.0
12398,52.0,Female,Mumbai,59820,83.0,14.0,13.0,12.0,Electronics,2414,67.0
12399,61.0,Female,Pune,49398,24.0,26.0,1.0,9.0,Grocery,208,1.0
12400,55.0,Female,Mumbai,95364,4.0,15.0,17.0,11.0,Grocery,1603,7.0
12401,43.0,Male,Hyderabad,89543,9.0,35.0,4.0,3.0,Fashion,4886,137.0
12402,28.0,Male,Delhi,90963,97.0,37.0,4.0,11.0,Home Decor,1894,1.0
12403,52.0,Male,Hyderabad,90616,1.0,17.0,16.0,7.0,Electronics,2387,5.0
12404,25.0,Female,Bangalore,47099,35.0,34.0,16.0,4.0,Home Decor,3604,47.0
12405,63.0,Female,Hyderabad,54907,74.0,24.0,15.0,12.0,Grocery,6057,100.0
12406,31.0,Male,Hyderabad,106466,12.0,21.0,6.0,12.0,Grocery,3465,10.0
12407,27.0,Female,Bangalore,72700,18.0,30.0,5.0,1.0,Fashion,4580,2.0
12408,19.0,Female,Pune,33238,78.0,36.0,10.0,8.0,Home Decor,4547,23.0
12409,63.0,Female,Hyderabad,75423,10.0,33.0,7.0,13.0,Home Decor,2109,103.0
12410,26.0,Male,Mumbai,86369,74.0,22.0,7.0,12.0,Fashion,5813,147.0
12411,20.0,Female,Hyderabad,83101,18.0,15.0,10.0,4.0,Home Decor,9503,166.0
12412,38.0,Male,Mumbai,46553,24.0,5.0,10.0,11.0,Fashion,1543,47.0
12413,43.0,Male,Bangalore,117168,1.0,14.0,15.0,6.0,Fashion,3234,84.0
12414,,,,32485,,,,,,2454,
12415,65.0,Male,Bangalore,72772,79.0,37.0,2.0,8.0,Grocery,4603,151.0
12416,19.0,Male,Bangalore,113413,72.0,12.0,8.0,10.0,Grocery,2097,50.0
12417,23.0,Female,Pune,84791,99.0,23.0,15.0,2.0,Fashion,7505,17.0
12418,45.0,Male,Hyderabad,90905,82.0,12.0,18.0,9.0,Grocery,7827,48.0
12419,46.0,Male,Mumbai,43670,16.0,0.0,5.0,10.0,Electronics,6384,121.0
12420,43.0,Male,Mumbai,78676,85.0,47.0,4.0,13.0,Electronics,6871,2.0
12421,42.0,Female,Hyderabad,69084,15.0,35.0,10.0,3.0,Grocery,5230,85.0
12422,29.0,Female,Pune,41748,62.0,48.0,19.0,1.0,Fashion,7159,13.0
12423,22.0,Female,Pune,91626,5.0,17.0,14.0,2.0,Electronics,4393,61.0
12424,51.0,Female,Pune,49512,45.0,47.0,13.0,8.0,Grocery,3927,11.0
12425,65.0,Male,Mumbai,52476,52.0,32.0,10.0,10.0,Electronics,6328,97.0
12426,54.0,Male,Bangalore,80814,71.0,37.0,6.0,6.0,Electronics,4229,27.0
12427,32.0,Female,Pune,66418,7.0,42.0,13.0,11.0,Electronics,9276,35.0
12428,61.0,Female,Mumbai,74232,27.0,5.0,11.0,1.0,Home Decor,7108,18.0
12429,53.0,Female,Mumbai,64887,89.0,16.0,15.0,11.0,Electronics,3884,68.0
12430,32.0,Female,Bangalore,105326,86.0,3.0,2.0,9.0,Grocery,4662,41.0
12431,60.0,Male,Hyderabad,46874,13.0,13.0,15.0,7.0,Electronics,4718,96.0
12432,65.0,Female,Hyderabad,58379,17.0,29.0,19.0,10.0,Grocery,3498,171.0
12433,40.0,Female,Pune,82029,44.0,45.0,17.0,11.0,Electronics,6776,177.0
12434,23.0,Female,Pune,45302,13.0,19.0,18.0,3.0,Electronics,3254,139.0
12435,63.0,Female,Bangalore,44194,90.0,7.0,6.0,13.0,Home Decor,4813,67.0
12436,67.0,Female,Pune,73443,73.0,1.0,15.0,7.0,Electronics,3459,179.0
12437,61.0,Female,Bangalore,91683,5.0,36.0,17.0,6.0,Grocery,3905,52.0
12438,60.0,Female,Mumbai,94946,33.0,3.0,9.0,3.0,Home Decor,6537,119.0
12439,62.0,Male,Pune,72293,4.0,9.0,12.0,8.0,Home Decor,6356,85.0
12440,38.0,Male,Mumbai,53196,92.0,19.0,5.0,1.0,Electronics,4300,171.0
12441,40.0,Male,Delhi,76891,26.0,34.0,14.0,5.0,Electronics,7274,70.0
12442,60.0,Male,Bangalore,84153,68.0,47.0,8.0,8.0,Fashion,6145,157.0
12443,33.0,Male,Delhi,76546,16.0,9.0,17.0,3.0,Electronics,5234,159.0
12444,64.0,Male,Pune,100854,22.0,27.0,9.0,11.0,Fashion,6816,28.0
12445,32.0,Female,Mumbai,44645,36.0,14.0,3.0,13.0,Grocery,7837,107.0
12446,42.0,Female,Pune,52575,58.0,35.0,7.0,10.0,Electronics,5880,178.0
12447,53.0,Male,Delhi,97383,55.0,0.0,12.0,11.0,Electronics,5546,36.0
12448,28.0,Female,Pune,33174,35.0,21.0,3.0,12.0,Fashion,1158,92.0
12449,68.0,Male,Hyderabad,56515,25.0,26.0,9.0,6.0,Fashion,5524,147.0
12450,32.0,Female,Delhi,51711,72.0,28.0,14.0,10.0,Home Decor,5929,12.0
12451,21.0,Female,Pune,30894,81.0,14.0,18.0,11.0,Home Decor,5628,76.0
12452,,,,65321,,,,,,3197,
12453,30.0,Female,Pune,88657,18.0,19.0,4.0,9.0,Grocery,3626,65.0
12454,39.0,Female,Mumbai,73908,58.0,21.0,8.0,2.0,Home Decor,6444,92.0
12455,36.0,Female,Hyderabad,89990,76.0,49.0,18.0,5.0,Home Decor,4223,80.0
12456,51.0,Male,Pune,498990,57.0,47.0,13.0,3.0,Home Decor,21420,149.0
12457,31.0,Male,Hyderabad,60359,97.0,8.0,4.0,10.0,Fashion,794,98.0
12458,21.0,Female,Delhi,136171,87.0,31.0,10.0,12.0,Electronics,4968,26.0
12459,65.0,Male,Mumbai,61364,63.0,16.0,8.0,9.0,Fashion,6612,118.0
12460,69.0,Female,Delhi,64686,12.0,41.0,12.0,9.0,Grocery,5604,163.0
12461,63.0,Male,Mumbai,52309,11.0,18.0,19.0,7.0,Fashion,4721,80.0
12462,44.0,Female,Hyderabad,83634,13.0,39.0,12.0,10.0,Electronics,2900,58.0
12463,46.0,Male,Bangalore,62737,35.0,26.0,2.0,5.0,Fashion,1414,170.0
12464,64.0,Female,Pune,68027,27.0,36.0,8.0,9.0,Grocery,3437,157.0
12465,,,,64869,,,,,,7080,
12466,52.0,Female,Mumbai,64302,67.0,46.0,1.0,2.0,Electronics,4891,137.0
12467,25.0,Male,Mumbai,73957,89.0,48.0,3.0,10.0,Electronics,6381,78.0
12468,33.0,Female,Mumbai,58744,45.0,9.0,2.0,1.0,Electronics,7869,121.0
12469,,,,59917,,,,,,5248,
12470,53.0,Female,Pune,96821,81.0,20.0,3.0,10.0,Electronics,6691,2.0
12471,47.0,Male,Delhi,313305,67.0,20.0,15.0,14.0,Grocery,29080,2.0
12472,35.0,Male,Bangalore,79588,22.0,33.0,2.0,4.0,Grocery,2201,111.0
12473,19.0,Male,Pune,47762,78.0,8.0,17.0,10.0,Fashion,3476,146.0
12474,66.0,Female,Mumbai,58882,91.0,33.0,6.0,8.0,Fashion,1632,69.0
12475,30.0,Male,Pune,39185,42.0,49.0,1.0,6.0,Electronics,1360,122.0
12476,21.0,Female,Hyderabad,116360,20.0,11.0,4.0,14.0,Home Decor,4002,151.0
12477,43.0,Male,Mumbai,104386,48.0,46.0,19.0,2.0,Home Decor,4488,19.0
12478,42.0,Male,Bangalore,84886,18.0,20.0,7.0,5.0,Electronics,1255,19.0
12479,47.0,Male,Mumbai,123777,77.0,19.0,14.0,9.0,Grocery,5909,112.0
12480,28.0,Male,Bangalore,89257,70.0,5.0,14.0,6.0,Fashion,4027,177.0
12481,24.0,Female,Bangalore,65700,74.0,49.0,10.0,6.0,Electronics,7870,173.0
12482,48.0,Male,Delhi,79312,93.0,44.0,7.0,7.0,Electronics,5367,28.0
12483,61.0,Male,Delhi,104019,6.0,35.0,16.0,13.0,Grocery,5352,75.0
12484,,,,47992,,,,,,4590,
12485,56.0,Female,Pune,40679,11.0,40.0,7.0,5.0,Home Decor,4761,139.0
12486,30.0,Male,Bangalore,80151,25.0,30.0,15.0,3.0,Home Decor,5740,55.0
12487,48.0,Male,Mumbai,55328,94.0,1.0,17.0,3.0,Electronics,6811,137.0
12488,24.0,Female,Hyderabad,13502,55.0,15.0,3.0,5.0,Electronics,2334,142.0
12489,66.0,Female,Hyderabad,38926,84.0,0.0,16.0,4.0,Electronics,3325,113.0
12490,59.0,Female,Mumbai,62214,58.0,3.0,2.0,5.0,Electronics,5587,149.0
12491,59.0,Male,Mumbai,71204,37.0,46.0,7.0,14.0,Electronics,4922,48.0
12492,53.0,Male,Delhi,71949,16.0,0.0,16.0,9.0,Home Decor,6583,58.0
12493,37.0,Male,Hyderabad,120129,95.0,46.0,9.0,5.0,Electronics,3655,137.0
12494,21.0,Female,Bangalore,64809,93.0,34.0,12.0,4.0,Fashion,7527,18.0
12495,24.0,Female,Pune,76953,70.0,12.0,1.0,13.0,Grocery,3965,12.0
12496,18.0,Female,Delhi,29352,93.0,49.0,14.0,4.0,Home Decor,4365,124.0
12497,61.0,Male,Hyderabad,69221,96.0,44.0,11.0,1.0,Grocery,7189,16.0
12498,62.0,Female,Mumbai,78354,73.0,41.0,18.0,10.0,Grocery,6142,165.0
12499,59.0,Male,Hyderabad,35618,37.0,30.0,5.0,4.0,Electronics,8964,148.0
12500,64.0,Female,Bangalore,46650,53.0,19.0,15.0,12.0,Grocery,6897,20.0
12501,30.0,Male,Delhi,82229,87.0,6.0,7.0,14.0,Fashion,7579,143.0
12502,39.0,Male,Mumbai,56341,16.0,39.0,14.0,4.0,Electronics,4406,25.0
12503,38.0,Female,Bangalore,67436,18.0,32.0,8.0,9.0,Home Decor,7606,145.0
12504,39.0,Male,Pune,83519,19.0,27.0,4.0,11.0,Fashion,5137,12.0
12505,45.0,Female,Delhi,120921,44.0,49.0,3.0,4.0,Home Decor,560,109.0
12506,26.0,Male,Bangalore,64455,2.0,43.0,12.0,7.0,Electronics,5948,170.0
12507,43.0,Female,Bangalore,114229,58.0,49.0,18.0,1.0,Electronics,6120,39.0
12508,26.0,Female,Mumbai,21030,10.0,43.0,15.0,14.0,Home Decor,2816,71.0
12509,32.0,Male,Pune,73709,76.0,19.0,11.0,7.0,Grocery,5719,47.0
12510,27.0,Female,Bangalore,61647,46.0,31.0,11.0,14.0,Home Decor,5231,25.0
12511,41.0,Male,Delhi,56688,82.0,8.0,12.0,2.0,Fashion,7425,178.0
12512,59.0,Female,Bangalore,86451,19.0,33.0,19.0,12.0,Grocery,5876,118.0
12513,25.0,Female,Hyderabad,64634,38.0,13.0,17.0,11.0,Electronics,5000,33.0
12514,41.0,Female,Delhi,19376,37.0,3.0,6.0,8.0,Fashion,2337,29.0
12515,33.0,Female,Delhi,30290,91.0,28.0,8.0,1.0,Fashion,1067,3.0
12516,,,,88050,,,,,,7531,
12517,43.0,Female,Mumbai,29069,45.0,16.0,10.0,3.0,Grocery,5788,4.0
12518,44.0,Female,Delhi,88720,34.0,18.0,15.0,8.0,Electronics,4519,165.0
12519,54.0,Male,Hyderabad,73119,2.0,37.0,12.0,10.0,Fashion,6109,95.0
12520,21.0,Male,Mumbai,65742,44.0,8.0,11.0,8.0,Fashion,4525,134.0
12521,67.0,Male,Mumbai,67963,97.0,26.0,18.0,11.0,Fashion,997,138.0
12522,41.0,Male,Mumbai,82868,83.0,48.0,5.0,13.0,Electronics,7026,12.0
12523,36.0,Male,Delhi,40562,27.0,14.0,12.0,5.0,Home Decor,7281,118.0
12524,53.0,Male,Mumbai,71057,48.0,36.0,5.0,5.0,Fashion,4342,66.0
12525,56.0,Female,Bangalore,41512,94.0,27.0,10.0,8.0,Fashion,4916,131.0
12526,27.0,Male,Mumbai,74091,7.0,49.0,14.0,10.0,Grocery,3773,64.0
12527,42.0,Female,Hyderabad,86161,27.0,3.0,16.0,5.0,Home Decor,8689,35.0
12528,,,,74148,,,,,,7408,
12529,36.0,Female,Hyderabad,85215,71.0,33.0,11.0,1.0,Fashion,3375,175.0
12530,53.0,Female,Delhi,52499,89.0,18.0,19.0,5.0,Home Decor,6210,112.0
12531,27.0,Female,Mumbai,68445,18.0,36.0,8.0,3.0,Grocery,3245,52.0
12532,50.0,Male,Mumbai,64050,33.0,3.0,19.0,3.0,Electronics,3374,34.0
12533,67.0,Male,Bangalore,62414,33.0,36.0,18.0,2.0,Grocery,4114,84.0
12534,22.0,Male,Mumbai,49983,96.0,31.0,12.0,3.0,Home Decor,3784,80.0
12535,64.0,Male,Hyderabad,59204,25.0,44.0,13.0,7.0,Grocery,1881,111.0
12536,66.0,Female,Delhi,42182,14.0,47.0,18.0,8.0,Home Decor,7652,153.0
12537,52.0,Male,Pune,27646,38.0,11.0,15.0,12.0,Home Decor,5422,157.0
12538,61.0,Female,Mumbai,52482,38.0,40.0,15.0,8.0,Grocery,8107,92.0
12539,51.0,Female,Pune,85648,4.0,15.0,12.0,11.0,Grocery,4667,41.0
12540,50.0,Male,Mumbai,75851,62.0,13.0,9.0,8.0,Electronics,2064,87.0
12541,38.0,Male,Delhi,38584,82.0,0.0,19.0,1.0,Grocery,7050,51.0
12542,34.0,Male,Hyderabad,59849,10.0,31.0,12.0,14.0,Home Decor,5522,126.0
12543,39.0,Female,Delhi,87311,35.0,20.0,5.0,11.0,Fashion,4469,146.0
12544,65.0,Male,Pune,58787,99.0,3.0,10.0,7.0,Grocery,7409,41.0
12545,54.0,Female,Mumbai,34555,23.0,8.0,7.0,2.0,Grocery,2313,99.0
12546,32.0,Male,Pune,126440,89.0,45.0,11.0,11.0,Home Decor,6962,107.0
12547,52.0,Female,Hyderabad,65826,65.0,21.0,8.0,10.0,Fashion,6436,24.0
12548,45.0,Male,Delhi,40910,82.0,11.0,7.0,4.0,Electronics,5462,47.0
12549,24.0,Male,Pune,74281,79.0,29.0,16.0,5.0,Fashion,2044,28.0
12550,49.0,Female,Pune,67859,25.0,29.0,16.0,12.0,Home Decor,6876,36.0
12551,28.0,Male,Hyderabad,31463,96.0,31.0,14.0,1.0,Home Decor,6488,21.0
12552,27.0,Male,Mumbai,72334,53.0,35.0,15.0,14.0,Home Decor,5532,69.0
12553,26.0,Male,Pune,94593,84.0,6.0,9.0,4.0,Home Decor,4890,154.0
12554,31.0,Male,Hyderabad,64177,17.0,16.0,16.0,4.0,Fashion,2742,44.0
12555,30.0,Male,Mumbai,18495,57.0,0.0,16.0,9.0,Fashion,2759,161.0
12556,42.0,Male,Mumbai,78548,75.0,13.0,5.0,9.0,Fashion,3449,154.0
12557,19.0,Male,Delhi,85072,77.0,46.0,3.0,13.0,Grocery,1849,121.0
12558,52.0,Female,Hyderabad,55339,89.0,43.0,13.0,13.0,Home Decor,1915,150.0
12559,24.0,Female,Mumbai,55523,20.0,43.0,8.0,11.0,Grocery,4112,148.0
12560,38.0,Male,Delhi,126446,25.0,37.0,17.0,10.0,Grocery,2333,2.0
12561,35.0,Male,Bangalore,53544,42.0,25.0,5.0,1.0,Grocery,4535,41.0
12562,20.0,Male,Hyderabad,41952,45.0,26.0,6.0,8.0,Electronics,5131,54.0
12563,59.0,Female,Bangalore,70627,31.0,44.0,2.0,4.0,Grocery,2102,146.0
12564,56.0,Female,Mumbai,84371,65.0,15.0,14.0,4.0,Home Decor,6655,133.0
12565,58.0,Male,Hyderabad,416550,52.0,45.0,4.0,5.0,Grocery,28084,46.0
12566,66.0,Female,Delhi,8298,80.0,6.0,3.0,2.0,Home Decor,628,75.0
12567,28.0,Male,Mumbai,53481,92.0,31.0,9.0,1.0,Electronics,7705,149.0
12568,56.0,Male,Hyderabad,98822,21.0,24.0,18.0,5.0,Fashion,6118,150.0
12569,41.0,Male,Hyderabad,78167,30.0,30.0,12.0,7.0,Home Decor,5187,3.0
12570,63.0,Male,Bangalore,39105,3.0,15.0,9.0,10.0,Grocery,7924,9.0
12571,,,,101060,,,,,,5212,
12572,21.0,Female,Delhi,94122,70.0,13.0,13.0,12.0,Grocery,3439,28.0
12573,43.0,Male,Delhi,62584,43.0,24.0,14.0,12.0,Fashion,2014,34.0
12574,55.0,Female,Mumbai,91986,29.0,29.0,10.0,13.0,Home Decor,4764,59.0
12575,59.0,Female,Mumbai,119993,3.0,6.0,3.0,2.0,Grocery,4757,10.0
12576,,,,43640,,,,,,1592,
12577,56.0,Female,Bangalore,83886,33.0,2.0,18.0,8.0,Fashion,4284,93.0
12578,62.0,Male,Mumbai,119648,75.0,26.0,16.0,7.0,Fashion,8070,2.0
12579,63.0,Male,Mumbai,86325,45.0,45.0,17.0,2.0,Fashion,6008,48.0
12580,53.0,Male,Pune,51140,69.0,18.0,6.0,5.0,Home Decor,2304,134.0
12581,57.0,Male,Pune,75972,32.0,42.0,12.0,7.0,Home Decor,5608,44.0
12582,54.0,Female,Hyderabad,104247,82.0,36.0,19.0,3.0,Grocery,6403,36.0
12583,50.0,Male,Delhi,44605,84.0,44.0,3.0,2.0,Fashion,7060,136.0
12584,53.0,Female,Bangalore,69247,52.0,41.0,3.0,6.0,Grocery,6168,83.0
12585,20.0,Male,Hyderabad,63912,64.0,6.0,18.0,10.0,Home Decor,7323,10.0
12586,26.0,Male,Mumbai,54214,40.0,48.0,11.0,13.0,Electronics,6511,161.0
12587,,,,76038,,,,,,4512,
12588,50.0,Male,Delhi,67482,13.0,31.0,19.0,11.0,Grocery,5660,93.0
12589,23.0,Female,Hyderabad,86083,90.0,7.0,5.0,4.0,Fashion,4542,19.0
12590,58.0,Female,Delhi,98524,80.0,48.0,13.0,1.0,Grocery,5806,18.0
12591,56.0,Male,Pune,38179,89.0,12.0,5.0,5.0,Grocery,6470,115.0
12592,21.0,Male,Hyderabad,71688,74.0,10.0,3.0,1.0,Electronics,4848,179.0
12593,30.0,Male,Hyderabad,68671,29.0,19.0,19.0,11.0,Home Decor,5607,23.0
12594,66.0,Male,Delhi,75085,63.0,17.0,17.0,14.0,Fashion,4034,129.0
12595,19.0,Male,Pune,69613,84.0,36.0,3.0,11.0,Home Decor,4389,59.0
12596,22.0,Male,Mumbai,45483,26.0,5.0,15.0,8.0,Grocery,4861,107.0
12597,61.0,Female,Hyderabad,106368,96.0,19.0,17.0,2.0,Home Decor,3879,131.0
12598,44.0,Female,Mumbai,117019,59.0,31.0,13.0,9.0,Electronics,7654,10.0
12599,49.0,Male,Pune,83672,49.0,45.0,14.0,9.0,Home Decor,6193,123.0
12600,38.0,Female,Hyderabad,84952,53.0,43.0,16.0,3.0,Grocery,6480,49.0
12601,25.0,Female,Hyderabad,73276,88.0,28.0,11.0,6.0,Grocery,6119,56.0
12602,55.0,Male,Mumbai,94230,31.0,3.0,17.0,9.0,Electronics,5339,90.0
12603,25.0,Male,Bangalore,8921,12.0,6.0,5.0,7.0,Fashion,2565,144.0
12604,67.0,Female,Mumbai,69903,58.0,42.0,15.0,4.0,Electronics,7244,39.0
12605,20.0,Male,Mumbai,55684,36.0,19.0,18.0,3.0,Fashion,9162,109.0
12606,61.0,Female,Bangalore,73645,10.0,33.0,16.0,2.0,Grocery,6323,96.0
12607,20.0,Male,Pune,97315,6.0,35.0,14.0,10.0,Home Decor,3426,44.0
12608,39.0,Female,Pune,70475,7.0,6.0,14.0,10.0,Grocery,6188,8.0
12609,23.0,Female,Hyderabad,60987,31.0,32.0,13.0,1.0,Electronics,3400,136.0
12610,19.0,Female,Delhi,34918,91.0,14.0,1.0,11.0,Electronics,4046,45.0
12611,40.0,Female,Delhi,67268,72.0,31.0,6.0,10.0,Home Decor,160,139.0
12612,61.0,Male,Hyderabad,86806,3.0,21.0,11.0,11.0,Electronics,7739,97.0
12613,19.0,Male,Delhi,48972,47.0,39.0,11.0,1.0,Grocery,5633,153.0
12614,55.0,Female,Mumbai,19916,85.0,28.0,16.0,12.0,Home Decor,6145,17.0
12615,34.0,Female,Mumbai,126856,1.0,24.0,3.0,4.0,Fashion,6578,83.0
12616,52.0,Male,Bangalore,78379,45.0,4.0,17.0,4.0,Electronics,5954,79.0
12617,51.0,Male,Bangalore,64460,54.0,13.0,14.0,9.0,Fashion,6953,56.0
12618,40.0,Female,Hyderabad,104774,50.0,49.0,2.0,10.0,Home Decor,7730,44.0
12619,47.0,Female,Hyderabad,73536,79.0,34.0,9.0,1.0,Electronics,4928,53.0
12620,69.0,Female,Hyderabad,103300,7.0,1.0,8.0,11.0,Home Decor,1677,163.0
12621,25.0,Female,Mumbai,101159,63.0,24.0,11.0,4.0,Electronics,3312,39.0
12622,39.0,Female,Delhi,38136,15.0,15.0,7.0,3.0,Electronics,6237,130.0
12623,61.0,Male,Hyderabad,81499,89.0,45.0,2.0,9.0,Electronics,2945,98.0
12624,53.0,Female,Hyderabad,113132,67.0,15.0,4.0,13.0,Home Decor,4874,25.0
12625,22.0,Male,Mumbai,45033,30.0,10.0,14.0,5.0,Home Decor,10001,166.0
12626,30.0,Male,Mumbai,45340,78.0,48.0,13.0,9.0,Grocery,7089,80.0
12627,46.0,Male,Mumbai,49569,68.0,34.0,13.0,10.0,Grocery,976,32.0
12628,48.0,Female,Delhi,92260,36.0,22.0,13.0,6.0,Home Decor,9662,79.0
12629,64.0,Male,Hyderabad,77109,67.0,4.0,5.0,11.0,Home Decor,7734,78.0
12630,33.0,Male,Pune,21605,5.0,34.0,12.0,9.0,Electronics,6326,169.0
12631,59.0,Male,Pune,78523,25.0,28.0,6.0,1.0,Grocery,5269,79.0
12632,47.0,Male,Hyderabad,63702,95.0,46.0,14.0,13.0,Grocery,2241,71.0
12633,33.0,Female,Hyderabad,67193,11.0,4.0,8.0,4.0,Home Decor,4253,7.0
12634,,,,49074,,,,,,1033,
12635,34.0,Male,Hyderabad,78706,90.0,5.0,7.0,14.0,Home Decor,6903,17.0
12636,33.0,Male,Delhi,96261,66.0,22.0,17.0,10.0,Grocery,5370,117.0
12637,29.0,Female,Pune,53950,28.0,45.0,11.0,10.0,Fashion,3513,104.0
12638,25.0,Female,Bangalore,27938,60.0,1.0,10.0,6.0,Fashion,7020,77.0
12639,37.0,Female,Pune,62422,10.0,17.0,13.0,10.0,Grocery,5665,59.0
